"Style Number","Alternate Style Number (usually other color)","Catalog Number","Delivery Ex-Works","Delivery Last Update","List Price US$","Insulator Type","Color","Outline Drawing","Download Drawing","Apparatus","Standard","Bushing Type","Oil Indication","Application","Mounting Position","Connection Type","Current Version","Voltage Class","kV BIL","Max kV L-G","Cantilever Design Test Rating Upper Value","Cantilever Design Test Rating Lower Value","Approximate Capacitance C1","Approximate Capacitance C2","Current Rating Draw Lead","Bottom Connected","Oil Circuit Breaker","Lower End Length (L)","C.T. Pocket Transformer","C.T. Pocket Oil Circuit Breaker","Exposable Length Transformer (EL)","Exposable Length Oil Circuit Breaker (EL)","Max. Dia. From 1"" below Flange to Lower End of Bushing (D)","Upper End Length (B)","Minimum Creep","Arcing Distance","Lowest High Voltage (LHV)","Cable Height/Pin Height for AB Bushings (CH)","Maximum Altitude","Approximate Weight","Top End Terminal - Thread Dia and Class or number of Pads and Holes Per Pad","Top End Terminal - Length and Type or Dia, and Type of Holes","Top End Terminal - Thread Plating","Top End Terminal - Top Terminal Comments","Bottom End Terminal - Terminal Type","Bottom End Terminal - Min Outside Diameter","Bottom End Terminal - Bottom Terminal Comments","Max Inside Diameter (P)","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","Epoxy Coated Shield and Terminal Kit","Flange Mounting Comments","Special Features"
"196W1216CZ","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","2.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","1200 Amps","1600 Amps","59.546 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","89.048 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","906 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.500-12x2.0 USABLE, SP x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B tapped holes on 6.75 dia B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196W1216UP","","W11B1021BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","373.5 pfds.","5435.5 pfds.","","1200 Amps","1600 Amps","50.282 in.","23 in.","23 in.","23 in.","23 in.","10.75 in.","81.672 in.","179.655 in.","66.296 in.","72.296 in.","","6100 ft.","880 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.125 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (4) 0.375-16 on 3.75,(8) 0.5-13 on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","11.375 in.","Epoxy Coated Shield and Terminal Kit","(8) 1.25 HOLES -15.75 Dia. BC","NONE"
"196W1216XP","","W11B431BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","7.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","1200 Amps","1600 Amps","59.546 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","89.11 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","895 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.125 In, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196W1620BD","","W11B433BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","1.0","230 kV","900 kV","146 kV","","","446 pfds.","3932 pfds.","","1600 Amps","2000 Amps","59.5 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12.5 in.","87.812 in.","177.3 in.","64.25 in.","70.624 in.","","5900 ft.","1150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12 x 2.875 x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.75 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.000 Dia. BC","High strength for high GVA"
"196W1620DJ","","W11B1226BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","2.0","230 kV","900 kV","146 kV","","","442 pfds.","4960 pfds.","","1600 Amps","2000 Amps","64 in.","24 in.","24 in.","24 in.","24 in.","12 in.","88.312 in.","177.3 in.","64.625 in.","71.124 in.","","5900 ft.","1000 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12 x 2.50 x","Min Outside Diameter","Bottom Terminal Comments","4.0-12 x 3.375","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","15.25 in.","Epoxy Coated Shield and Terminal Kit","(10) 1.250 Dia. Holes - 22.000 Dia. BC",""
"196W1620DK","","W11B1088BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 45 deg. from vertical","Bottom","1.0","230 kV","900 kV","146 kV","","","458.1 pfds.","5724.5 pfds.","","1600 Amps","2000 Amps","64.08 in.","27.25 in.","","27.25 in.","","11.974 in.","90.672 in.","178 in.","64.593 in.","71.093 in.","","5900 ft.","940 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Thrd-4 OD - 12 x 4, In, Silver-plated","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","15.25 in.","Epoxy Coated Shield and Terminal Kit","(10) 1.250 Dia. Holes - 22.000 Dia. BC","Suitable for 45 Deg. Mounting"
"196W1620UB","","W11B850BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","4.0","230 kV","900 kV","146 kV","","","481.1 pfds.","4425.7 pfds.","","1600 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","90.765 in.","178 in.","64.609 in.","70.609 in.","","5900 ft.","1090 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.875 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 HOLES - 21.0 BC",""
"196W1620UU","","W11B1009BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 60 deg. from vertical","Bottom","1.0","230 kV","900 kV","146 kV","","","390 pfds.","5501 pfds.","","1600 Amps","2000 Amps","50.25 in.","23 in.","23 in.","23 in.","23 in.","10.75 in.","92 in.","218.814 in.","76.312 in.","82.312 in.","","10000 ft.","875 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12 x 2.5 x","Min Outside Diameter","Bottom Terminal Comments","(4) .375-16UN-2B tapped holes on 3.75 B.C./(8) .500-13UN-2B tapped on 6.75 B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","11.5 in.","Epoxy Coated Shield and Terminal Kit","(8) 1.25 Slots -15.75 Dia. BC","Epoxy Joined Upper Porcelain"
"196W1620UW","","W11B1032BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","6.0","230 kV","900 kV","146 kV","","","391.1 pfds.","5539.2 pfds.","","1600 Amps","2000 Amps","50.282 in.","23 in.","23 in.","23 in.","23 in.","10.75 in.","91.938 in.","213 in.","76.296 in.","82.296 in.","","10000 ft.","916 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 3.625 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (4) 0.375-16 on 3.75,(8) 0.5-13 on 6.75 BC, In ID tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","11.375 in.","Epoxy Coated Shield and Terminal Kit","(8) 1.25 holes -15.75 Dia. BC",""
"196W1620UX","","W11B862BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","7.0","230 kV","900 kV","146 kV","","","499.3 pfds.","6038.5 pfds.","","1600 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","104.861 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1015 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625 In, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube, IEEE FIG 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Slots - 21.000 BC","Seismically Enhanced"
"196W1620XC","","W11B832BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","1600 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","90.171 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","920 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12x2.625, SP x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","(8) .50-13holes 6.75 bc","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196W1620YT","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","499 pfds.","6039 pfds.","","1600 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","104.861 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1060 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12x 2.625, SP x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B tapped holes, 6.75 dia B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.25 HOLES on 21.0 dia B.C.","Epoxied porcelains"
"196W2000XB","","W11B1076BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","7.0","230 kV","900 kV","146 kV","","","499.3 pfds.","6038.5 pfds.","","2000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","104.861 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1011 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes- 21.000 BC","Epoxy Joined Upper Porcelain"
"196W2000XF","","W11B1079BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","6.0","230 kV","900 kV","146 kV","","","488.9 pfds.","4315.8 pfds.","","2000 Amps","","59.546 in.","26.75 in.","","26.75 in.","","12 in.","125.296 in.","275 in.","99.717 in.","105.717 in.","","10000 ft.","1127 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 HOLES - 21.00 Dia. BC","Epoxy Joined Upper Porcelain"
"196W2000XG","","W11B800BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","456.4 pfds.","3905.8 pfds.","","2000 Amps","2000 Amps","59.547 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","90.171 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","914 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, IEEE FIG 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 HOLES - 21.0 BC",""
"196W2000XW","","W11B821BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","2.0","230 kV","900 kV","146 kV","","","452 pfds.","6266 pfds.","","2000 Amps","","59.5 in.","26.75 in.","","26.75 in.","","12 in.","102.438 in.","205 in.","79.25 in.","85.25 in.","","10000 ft.","1225 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12 x 2.5 x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.25 Slots -21.00 BC","Single Piece Upper Porcelain"
"196W2530BF","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","196 kV","900 kV","146 kV","","","423.5 pfds.","5528.8 pfds.","","2500 Amps","3000 Amps","50.25 in.","23 in.","23 in.","23 in.","23 in.","10.75 in.","103.72 in.","200.5 in.","80.079 in.","85.377 in.","","10000 ft.","920 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12x4.125 x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","12.0 in.","Epoxy Coated Shield and Terminal Kit","(8) 1.25 Dia. Holes - 15.75 Dia. BC",""
"196W2530UD","","W11B1023BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 15 deg. from vertical","Bottom","4.0","230 kV","900 kV","146 kV","","","371 pfds.","4779 pfds.","","2500 Amps","3000 Amps","50.282 in.","23 in.","23 in.","23 in.","23 in.","10.75 in.","82.296 in.","179.655 in.","66.296 in.","72.296 in.","","6100 ft.","940 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12UN-2A, 3.500 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments","(4) .375-16UN-2B tapped holes on 3.75 dia B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","11.375 in.","Epoxy Coated Shield and Terminal Kit","(8) - 1.250 Holes - 15.75 dia BC",""
"196W2530UH","","W11B824BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 15 deg. from vertical","Bottom","2.0","230 kV","900 kV","146 kV","","","452 pfds.","6266 pfds.","","2500 Amps","3000 Amps","59.5 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","102.812 in.","215.5 in.","79.312 in.","85.312 in.","","10000 ft.","1225 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12 x 3.0 x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.25 Slots -21.00 BC",""
"196W2530XD","","W11B834BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","2500 Amps","3000 Amps","59.546 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","89.547 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","917 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.5, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196W2530YR","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","4.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","2500 Amps","3000 Amps","59.546 in.","26.75 in.","26.75 in.","26.75 in.","26.75 in.","12 in.","89.547 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","925 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.5 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube, IEEE FIG 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC",""
"196W3000CE","","W11B1025BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","","","O Plus C","","Oil to Air","0 to 20 deg. from vertical","","","230 kV","900 kV","146 kV","","","446 pfds.","3932 pfds.","","3000 Amps","","","26.75 in.","","","","","","170 in.","","","","5900 ft.","1000 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","x","Min Outside Diameter","Bottom Terminal Comments","","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Slots - 21.0 BC","Single Piece Upper Porcelain"
"196W3000UK","","W11B803BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","7.0","196 kV","900 kV","146 kV","","","499.3 pfds.","6038.5 pfds.","","3000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","103.297 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1173 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.875 In, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 21.000 BC",""
"196W3000XE","","W11B802BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","459 pfds.","3786 pfds.","","3000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","89.546 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","920 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.5, Silver-plated x 12","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 HOLES - 21.0 BC","SEISMICALLY ENHANCED"
"196W3000YB","","W11B1225BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Oil Circuit Breaker","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","5.0","230 kV","900 kV","146 kV","","","367 pfds.","4699 pfds.","","","Standard:","50.25 in.","","23 in.","","23 in.","10.75 in.","89.094 in.","166.875 in.","65.453 in.","69.438 in.","","5900 ft.","810 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12x4.125 x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13UN-2B tapped holes, 6.75 B.C.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","12 in.","Epoxy Coated Shield and Terminal Kit","(8) 1.250 Holes - 15.750 Dia. BC","High strength for high GVA"
"196W4000UE","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","4.0","196 kV","900 kV","146 kV","","","499 pfds.","6039 pfds.","","4000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","103.297 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1171 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12UN-2A x 3.875 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments","(8) .500-13 X .750 DP on 6.75 BC","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 21.000 Dia. BC","Epoxy Joined Upper Porcelain"
"196W4000UF","","W11B822BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","6.0","196 kV","900 kV","146 kV","","","499.3 pfds.","6038.5 pfds.","","4000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","103.297 in.","216 in.","79.219 in.","85.219 in.","","10000 ft.","1173 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.875 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, IEEE FIG 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Holes - 21.000 Dia. BC",""
"196W4000UG","","W11B823BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","7.0","230 kV","900 kV","146 kV","","","462.6 pfds.","4026.6 pfds.","","4000 Amps","","59.547 in.","26.75 in.","","26.75 in.","","12 in.","88.671 in.","178 in.","64.593 in.","70.593 in.","","5900 ft.","1077 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.875, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In ID Tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) - 1.250 Holes - 21.0 BC","All current carrying parts are made of Copper"
"196W4000XJ","","W11B830BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","1.0","230 kV","900 kV","146 kV","","","446 pfds.","3932 pfds.","","4000 Amps","","59.5 in.","26.75 in.","","26.75 in.","","12 in.","102.062 in.","205 in.","79.312 in.","85.312 in.","","10000 ft.","1325 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12 x 2.875 x","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Slots - 21.000 Dia. BC","Single Piece Upper Porcelain"
"196W5000AN","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","196 kV","900 kV","146 kV","","","590.8 pfds.","7352.1 pfds.","","5000 Amps","","59.594 in.","26.75 in.","","26.75 in.","","13.5 in.","94.672 in.","179.062 in.","65.172 in.","71.172 in.","","5900 ft.","1490 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-5 OD - 12 x 6.250 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Flat- (8) 0.5-13 on 6.75 BC, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 dia holes, 21.00 dia B.C.","Epoxy-joined porcelains"
"196W5000XS","","W11B1008BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Prismatic Lens","Oil to Air","0 to 20 deg. from vertical","Bottom","3.0","230 kV","900 kV","146 kV","","","631 pfds.","7403 pfds.","","5000 Amps","","59.594 in.","26.75 in.","","26.75 in.","","13.5 in.","94.672 in.","179.062 in.","65.172 in.","71.172 in.","","5900 ft.","1427 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","4.0-10 x 5.625 x 10 UN-2A","Min Outside Diameter","Bottom Terminal Comments","IEEE fig 3","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","16.875 in.","Epoxy Coated Shield and Terminal Kit","(12) 1.250 Dia. Holes - 21.000 BC",""
